ZONE I=100
0.978283 -0.99986
0.978535 -0.999861
0.978788 -0.999861
0.97904 -0.999862
0.979293 -0.999863
0.979545 -0.999863
0.979798 -0.999864
0.980051 -0.999865
0.980303 -0.999865
0.980556 -0.999866
0.980808 -0.999867
0.981061 -0.999867
0.981313 -0.999868
0.981566 -0.999869
0.981818 -0.999869
0.982071 -0.99987
0.982323 -0.999871
0.982576 -0.999871
0.982828 -0.999872
0.983081 -0.999873
0.983333 -0.999873
0.983586 -0.999874
0.983838 -0.999875
0.984091 -0.999875
0.984343 -0.999876
0.984596 -0.999876
0.984848 -0.999877
0.985101 -0.999878
0.985354 -0.999878
0.985606 -0.999879
0.985859 -0.99988
0.986111 -0.99988
0.986364 -0.999881
0.986616 -0.999881
0.986869 -0.999882
0.987121 -0.999883
0.987374 -0.999883
0.987626 -0.999884
0.987879 -0.999884
0.988131 -0.999885
0.988384 -0.999885
0.988636 -0.999886
0.988889 -0.999887
0.989141 -0.999887
0.989394 -0.999888
0.989646 -0.999888
0.989899 -0.999889
0.990152 -0.999889
0.990404 -0.99989
0.990657 -0.999891
0.990909 -0.999891
0.991162 -0.999892
0.991414 -0.999892
0.991667 -0.999893
0.991919 -0.999893
0.992172 -0.999894
0.992424 -0.999894
0.992677 -0.999895
0.992929 -0.999895
0.993182 -0.999896
0.993434 -0.999896
0.993687 -0.999897
0.993939 -0.999898
0.994192 -0.999898
0.994444 -0.999899
0.994697 -0.999899
0.994949 -0.9999
0.995202 -0.9999
0.995455 -0.999901
0.995707 -0.999901
0.99596 -0.999902
0.996212 -0.999902
0.996465 -0.999903
0.996717 -0.999903
0.99697 -0.999904
0.997222 -0.999904
0.997475 -0.999905
0.997727 -0.999905
0.99798 -0.999905
0.998232 -0.999906
0.998485 -0.999906
0.998737 -0.999907
0.99899 -0.999907
0.999242 -0.999908
0.999495 -0.999908
0.999747 -0.999909
1 -0.999909
